2301
0.05000000	,0.00000000	
0.10000000	,0.00000000	
0.15000000	,0.00000000	
0.20000000	,0.00000000	
0.25000000	,0.00000000	
0.30000000	,0.00000000	
0.35000000	,0.00000000	
0.40000000	,0.00000000	
0.45000000	,0.00000000	
0.50000000	,0.00000000	
0.55000000	,0.00000000	
0.60000000	,0.00000000	
0.65000000	,0.00000000	
0.70000000	,0.00000000	
0.75000000	,0.00000000	
0.80000000	,0.00000000	
0.85000000	,0.00000000	
0.90000000	,0.00000000	
0.95000000	,0.00000000	
1.00000000	,0.00000000	
1.05000000	,0.00000000	
1.10000000	,0.00000000	
1.15000000	,0.00000000	
1.20000000	,0.00000000	
1.25000000	,0.00000000	
1.30000000	,0.00000000	
1.35000000	,0.00000000	
1.40000000	,0.00000000	
1.45000000	,0.00000000	
1.50000000	,0.00000000	
1.55000000	,0.00000000	
1.60000000	,0.00000000	
1.65000000	,0.00000000	
1.70000000	,0.00000000	
1.75000000	,0.00000000	
1.80000000	,0.00000000	
1.85000000	,0.00000000	
1.90000000	,0.00000000	
1.95000000	,0.00000000	
2.00000000	,0.00000000	
2.05000000	,0.00000000	
2.10000000	,0.00000000	
2.15000000	,0.00000000	
2.20000000	,0.00000000	
2.25000000	,0.00000000	
2.30000000	,0.00000000	
2.35000000	,0.00000000	
2.40000000	,0.00000000	
2.45000000	,0.00000000	
2.50000000	,0.00000000	
2.55000000	,0.00000000	
2.60000000	,0.00000000	
2.65000000	,0.00000000	
2.70000000	,0.00000000	
2.75000000	,0.00000000	
2.80000000	,0.00000000	
2.85000000	,0.00000000	
2.90000000	,0.00000000	
2.95000000	,0.00000000	
3.00000000	,0.00000000	
3.05000000	,0.00000000	
3.10000000	,0.00000000	
3.15000000	,0.00000000	
3.20000000	,0.00000000	
3.25000000	,0.00000000	
3.30000000	,0.00000000	
3.35000000	,0.00000000	
3.40000000	,0.00000000	
3.45000000	,0.00000000	
3.50000000	,0.00000000	
3.55000000	,0.00000000	
3.60000000	,0.00000000	
3.65000000	,0.00000000	
3.70000000	,0.00000000	
3.75000000	,0.00000000	
3.80000000	,0.00000000	
3.85000000	,0.00000000	
3.90000000	,0.00000000	
3.95000000	,0.00000000	
4.00000000	,0.00000000	
4.05000000	,0.00000000	
4.10000000	,0.00000000	
4.15000000	,0.00000000	
4.20000000	,0.00000000	
4.25000000	,0.00000000	
4.30000000	,0.00000000	
4.35000000	,0.00000000	
4.40000000	,0.00000000	
4.45000000	,0.00000000	
4.50000000	,0.00000000	
4.55000000	,0.00000000	
4.60000000	,0.00000000	
4.65000000	,0.00000000	
4.70000000	,0.00000000	
4.75000000	,0.00000000	
4.80000000	,0.00000000	
4.85000000	,0.00000000	
4.90000000	,0.00000000	
4.95000000	,0.00000000	
5.00000000	,0.00000000	
5.05000000	,0.00000000	
5.10000000	,0.00000000	
5.15000000	,0.00000000	
5.20000000	,0.00000000	
5.25000000	,0.00000000	
5.30000000	,0.00000000	
5.35000000	,0.00000000	
5.40000000	,0.00000000	
5.45000000	,0.00000000	
5.50000000	,0.00000000	
5.55000000	,0.00000000	
5.60000000	,0.00000000	
5.65000000	,0.00000000	
5.70000000	,0.00000000	
5.75000000	,0.00000000	
5.80000000	,0.00000000	
5.85000000	,0.00000000	
5.90000000	,0.00000000	
5.95000000	,0.00000000	
6.00000000	,0.00000000	
6.05000000	,0.00000000	
6.10000000	,0.00000000	
6.15000000	,0.00000000	
6.20000000	,0.00000000	
6.25000000	,0.00000000	
6.30000000	,0.00000000	
6.35000000	,0.00000000	
6.40000000	,0.00000000	
6.45000000	,0.00000000	
6.50000000	,0.00000000	
6.55000000	,0.00000000	
6.60000000	,0.00000000	
6.65000000	,0.00000000	
6.70000000	,0.00000000	
6.75000000	,0.00000000	
6.80000000	,0.00000000	
6.85000000	,0.00000000	
6.90000000	,0.00000000	
6.95000000	,0.00000000	
7.00000000	,0.00000000	
7.05000000	,0.00000000	
7.10000000	,0.00000000	
7.15000000	,0.00000000	
7.20000000	,0.00000000	
7.25000000	,0.00000000	
7.30000000	,0.00000000	
7.35000000	,0.00000000	
7.40000000	,0.00000000	
7.45000000	,0.00000000	
7.50000000	,0.00000000	
7.55000000	,0.00000000	
7.60000000	,0.00000000	
7.65000000	,0.00000000	
7.70000000	,0.00000000	
7.75000000	,0.00000000	
7.80000000	,0.00000000	
7.85000000	,0.00000000	
7.90000000	,0.00000000	
7.95000000	,0.00000000	
8.00000000	,0.00000000	
8.05000000	,0.00000000	
8.10000000	,0.00000000	
8.15000000	,0.00000000	
8.20000000	,0.00000000	
8.25000000	,0.00000000	
8.30000000	,0.00000000	
8.35000000	,0.00000000	
8.40000000	,0.00000000	
8.45000000	,0.00000000	
8.50000000	,0.00000000	
8.55000000	,0.00000000	
8.60000000	,0.00000000	
8.65000000	,0.00000000	
8.70000000	,0.00000000	
8.75000000	,0.00000000	
8.80000000	,0.00000000	
8.85000000	,0.00000000	
8.90000000	,0.00000000	
8.95000000	,0.00000000	
9.00000000	,0.00000000	
9.05000000	,0.00000000	
9.10000000	,0.00000000	
9.15000000	,0.00000000	
9.20000000	,0.00000000	
9.25000000	,0.00000000	
9.30000000	,0.00000000	
9.35000000	,0.00000000	
9.40000000	,0.00000000	
9.45000000	,0.00000000	
9.50000000	,0.00000000	
9.55000000	,0.00000000	
9.60000000	,0.00000000	
9.65000000	,0.00000000	
9.70000000	,0.00000000	
9.75000000	,0.00000000	
9.80000000	,0.00000000	
9.85000000	,0.00000000	
9.90000000	,0.00000000	
9.95000000	,0.00000000	
10.00000000	,0.00000000	
10.05000000	,0.00000000	
10.10000000	,0.00000000	
10.15000000	,0.00000000	
10.20000000	,0.00000000	
10.25000000	,0.00000000	
10.30000000	,0.00000000	
10.35000000	,0.00000000	
10.40000000	,0.00000000	
10.45000000	,0.00000000	
10.50000000	,0.00000000	
10.55000000	,0.00000000	
10.60000000	,0.00000000	
10.65000000	,0.00000000	
10.70000000	,0.00000000	
10.75000000	,0.00000000	
10.80000000	,0.00000000	
10.85000000	,0.00000000	
10.90000000	,0.00000000	
10.95000000	,0.00000000	
11.00000000	,0.00000000	
11.05000000	,0.00000000	
11.10000000	,0.00000000	
11.15000000	,0.00000000	
11.20000000	,0.00000000	
11.25000000	,0.00000000	
11.30000000	,0.00000000	
11.35000000	,0.00000000	
11.40000000	,0.00000000	
11.45000000	,0.00000000	
11.50000000	,0.00000000	
11.55000000	,0.00000000	
11.60000000	,0.00000000	
